ensembl_gene_id,external_gene_name,chromosome_name,strand,start_position,end_position,gene_biotype,human_module,zebrafish_module,description
ENSDARG00000078261,nphp3,24,1,9471986,9543185,protein_coding,blue,blue,nephronophthisis 3 [Source:ZFIN;Acc:ZDB-GENE-091204-117]
ENSDARG00000002523,hsdl2,10,1,11301932,11324450,protein_coding,brown,royalblue,hydroxysteroid dehydrogenase like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1066]
ENSDARG00000032037,bet1l,25,-1,7487125,7546563,protein_coding,turquoise,grey,Bet1 golgi vesicular membrane trafficking protein-like [Source:ZFIN;Acc:ZDB-GENE-040822-2]
ENSDARG00000031598,calb1,16,-1,36812050,36844899,protein_coding,turquoise,lightcyan,calbindin 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8107]
ENSDARG00000020679,clpp,3,-1,33996128,34007270,protein_coding,brown,darkturquoise,caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:ZFIN;Acc:ZDB-GENE-030131-7860]
ENSDARG00000002216,tbx3a,5,-1,71503524,71539865,protein_coding,grey,yellow,NA
ENSDARG00000076302,DTX4 (1 of many),7,-1,18305997,18348939,protein_coding,blue,turquoise,si:ch211-119e14.2 [Source:ZFIN;Acc:ZDB-GENE-160728-59]
ENSDARG00000078391,fam98a,17,-1,23192001,23201529,protein_coding,grey,brown,"family with sequence similarity 98, member A [Source:ZFIN;Acc:ZDB-GENE-091202-6]"
ENSDARG00000088877,smarcd2,12,1,10096523,10123098,protein_coding,blue,brown,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:ZFIN;Acc:ZDB-GENE-080215-1]"
ENSDARG00000077007,abcc8b,18,-1,50044275,50090124,protein_coding,turquoise,grey,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8b [Source:ZFIN;Acc:ZDB-GENE-120215-45]"
ENSDARG00000006892,myo3b,9,-1,3705869,3899177,protein_coding,turquoise,purple,myosin IIIB [Source:ZFIN;Acc:ZDB-GENE-070706-2]
ENSDARG00000105147,osbpl1a,22,1,16293806,16322266,protein_coding,blue,grey,oxysterol binding protein-like 1A [Source:ZFIN;Acc:ZDB-GENE-050208-657]
ENSDARG00000079271,dcxr,12,-1,3008564,3019149,protein_coding,brown,turquoise,NA
ENSDARG00000004952,rsad2,17,-1,35409505,35413376,protein_coding,pink,purple,radical S-adenosyl methionine domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-050913-129]
ENSDARG00000089156,egr3,8,1,50738574,50744862,protein_coding,turquoise,darkorange,early growth response 3 [Source:ZFIN;Acc:ZDB-GENE-040718-394]
ENSDARG00000063354,abtb1,8,1,7054192,7080332,protein_coding,turquoise,purple,ankyrin repeat and BTB (POZ) domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-141212-241]
ENSDARG00000030307,hspa12b,7,1,59806101,59839781,protein_coding,grey,royalblue,heat shock protein 12B [Source:ZFIN;Acc:ZDB-GENE-070226-1]
ENSDARG00000003462,fech,21,1,1622034,1648691,protein_coding,tan,darkgrey,ferrochelatase [Source:ZFIN;Acc:ZDB-GENE-000928-1]
ENSDARG00000100397,pde6c,12,1,5094288,5119142,protein_coding,grey,lightyellow,"phosphodiesterase 6C, cGMP-specific, cone, alpha prime [Source:ZFIN;Acc:ZDB-GENE-040426-1664]"
ENSDARG00000061941,trpv4,5,-1,19291229,19342661,protein_coding,red,magenta,"transient receptor potential cation channel, subfamily V, member 4 [Source:ZFIN;Acc:ZDB-GENE-030912-7]"
ENSDARG00000030743,sptlc3,13,-1,34678871,34736446,protein_coding,pink,brown,"serine palmitoyltransferase, long chain base subunit 3 [Source:ZFIN;Acc:ZDB-GENE-041210-281]"
ENSDARG00000053166,chic1,14,-1,32611528,32619537,protein_coding,turquoise,midnightblue,NA
ENSDARG00000039563,loxl3b,13,1,15103529,15273579,protein_coding,brown,orange,lysyl oxidase-like 3b [Source:ZFIN;Acc:ZDB-GENE-030131-8210]
ENSDARG00000038980,txndc12,2,-1,9794314,9809874,protein_coding,grey,darkturquoise,thioredoxin domain containing 12 (endoplasmic reticulum) [Source:ZFIN;Acc:ZDB-GENE-050522-497]
ENSDARG00000011459,gsna,21,-1,17535785,17566569,protein_coding,blue,steelblue,gelsolin a [Source:ZFIN;Acc:ZDB-GENE-030131-9653]
ENSDARG00000008982,casq2,9,-1,33286543,33296491,protein_coding,red,royalblue,NA
ENSDARG00000070050,sfrp2,1,-1,24800495,24805304,protein_coding,green,grey,secreted frizzled-related protein 2 [Source:ZFIN;Acc:ZDB-GENE-061013-293]
ENSDARG00000034211,CAPN2 (1 of many),22,1,26423298,26647077,protein_coding,brown,steelblue,zgc:92480 [Source:ZFIN;Acc:ZDB-GENE-040801-227]
ENSDARG00000077641,thbs3a,16,-1,42996480,43029574,protein_coding,yellow,red,thrombospondin 3a [Source:ZFIN;Acc:ZDB-GENE-020708-3]
ENSDARG00000060756,abhd6a,11,-1,41463812,41487426,protein_coding,blue,blue,abhydrolase domain containing 6a [Source:ZFIN;Acc:ZDB-GENE-090925-1]
ENSDARG00000012827,mettl3,7,-1,21610210,21620766,protein_coding,blue,lightyellow,methyltransferase like 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9498]
ENSDARG00000033508,ctxn3,10,1,16230687,16236268,protein_coding,turquoise,grey,cortexin 3 [Source:ZFIN;Acc:ZDB-GENE-161214-1]
ENSDARG00000058953,abcc4,6,1,7165418,7233289,protein_coding,brown,grey,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4 [Source:ZFIN;Acc:ZDB-GENE-030616-511]"
ENSDARG00000102855,neo1a,7,1,53485049,53819675,protein_coding,blue,darkgreen,neogenin 1a [Source:ZFIN;Acc:ZDB-GENE-021031-1]
ENSDARG00000044074,loxl2b,5,1,26840168,26887645,protein_coding,grey,red,lysyl oxidase-like 2b [Source:ZFIN;Acc:ZDB-GENE-050208-29]
ENSDARG00000087693,atox1,14,-1,25685717,25688517,protein_coding,tan,grey,antioxidant 1 copper chaperone [Source:ZFIN;Acc:ZDB-GENE-120720-2]
ENSDARG00000018096,scap,16,1,41110129,41153750,protein_coding,grey,turquoise,SREBF chaperone [Source:ZFIN;Acc:ZDB-GENE-040107-41]
ENSDARG00000045465,lancl2,24,1,437233,459286,protein_coding,turquoise,blue,LanC lantibiotic synthetase component C-like 2 (bacterial) [Source:ZFIN;Acc:ZDB-GENE-070209-191]
ENSDARG00000043410,xkr6b,20,-1,18901942,19015793,protein_coding,turquoise,royalblue,"XK, Kell blood group complex subunit-related family, member 6b [Source:ZFIN;Acc:ZDB-GENE-040724-153]"
ENSDARG00000104571,gadd45ab,6,1,23831427,23839345,protein_coding,pink,grey,NA
ENSDARG00000077860,ankhd1,21,-1,26355058,26446542,protein_coding,blue,yellow,ankyrin repeat and KH domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-090421-1]
ENSDARG00000041660,oprd1a,19,1,15016636,15047394,protein_coding,turquoise,darkgreen,"opioid receptor, delta 1a [Source:ZFIN;Acc:ZDB-GENE-990415-199]"
ENSDARG00000070583,itpk1b,17,-1,43306918,43409501,protein_coding,green,turquoise,inositol-tetrakisphosphate 1-kinase b [Source:ZFIN;Acc:ZDB-GENE-131126-72]
ENSDARG00000026990,klhl6,2,1,36663885,36677660,protein_coding,brown,brown,NA
ENSDARG00000087599,TENM3,14,1,36097137,36384166,protein_coding,turquoise,cyan,si:dkey-237h12.3 [Source:ZFIN;Acc:ZDB-GENE-081027-3]
ENSDARG00000104244,twsg1a,2,1,55064999,55101333,protein_coding,brown,grey,twisted gastrulation BMP signaling modulator 1a [Source:ZFIN;Acc:ZDB-GENE-010509-2]
ENSDARG00000104491,ampd2a,22,-1,1185703,1231158,protein_coding,turquoise,magenta,adenosine monophosphate deaminase 2a [Source:ZFIN;Acc:ZDB-GENE-091204-4]
ENSDARG00000063375,pter,2,-1,3772410,3785184,protein_coding,greenyellow,grey,NA
ENSDARG00000058319,cep76,16,-1,9716714,10162619,protein_coding,turquoise,grey,NA
ENSDARG00000039684,sirt5,20,-1,7062991,7079733,protein_coding,turquoise,greenyellow,sirtuin 5 [Source:ZFIN;Acc:ZDB-GENE-040718-349]
ENSDARG00000068978,glo1,13,-1,44651173,44671879,protein_coding,turquoise,grey,glyoxalase 1 [Source:ZFIN;Acc:ZDB-GENE-030722-9]
ENSDARG00000002945,bgnb,23,-1,20087687,20125026,protein_coding,purple,greenyellow,NA
ENSDARG00000024708,slc25a23b,3,1,34090686,34101057,protein_coding,turquoise,greenyellow,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23b [Source:ZFIN;Acc:ZDB-GENE-040724-220]"
ENSDARG00000070686,cdipt,3,-1,20994745,21006814,protein_coding,turquoise,grey,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase) [Source:ZFIN;Acc:ZDB-GENE-040426-2536]
ENSDARG00000102970,TMEM150A (1 of many),9,-1,47561648,47572993,protein_coding,brown,grey,transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677]
ENSDARG00000011821,plod2,24,1,5205922,5282920,protein_coding,brown,red,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2 [Source:ZFIN;Acc:ZDB-GENE-070326-1]"
ENSDARG00000004322,ush1ga,3,-1,56819829,56829176,protein_coding,grey,darkorange,Usher syndrome 1Ga (autosomal recessive) [Source:ZFIN;Acc:ZDB-GENE-131120-173]
ENSDARG00000018534,slc6a9,2,1,33352730,33439580,protein_coding,blue,lightcyan,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:ZFIN;Acc:ZDB-GENE-050105-3]"
ENSDARG00000051853,galns,7,-1,55120260,55332064,protein_coding,brown,blue,galactosamine (N-acetyl)-6-sulfatase [Source:ZFIN;Acc:ZDB-GENE-070112-1152]
ENSDARG00000054124,htr1d,17,-1,28149896,28181136,protein_coding,turquoise,grey,"5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled [Source:ZFIN;Acc:ZDB-GENE-090409-3]"
ENSDARG00000006257,vldlr,10,1,15296893,15347025,protein_coding,blue,turquoise,very low density lipoprotein receptor [Source:ZFIN;Acc:ZDB-GENE-040426-803]
ENSDARG00000011609,FOXK2 (1 of many),3,-1,11813072,11861589,protein_coding,black,turquoise,si:ch211-262e15.1 [Source:ZFIN;Acc:ZDB-GENE-030131-5310]
ENSDARG00000022569,nkx6.1,21,1,19034285,19037195,protein_coding,grey,lightcyan,NK6 homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-040718-178]
ENSDARG00000034643,fhl3a,16,1,33701860,33782801,protein_coding,brown,grey,NA
ENSDARG00000055620,acad9,11,-1,26448366,26463995,protein_coding,turquoise,turquoise,"acyl-CoA dehydrogenase family, member 9 [Source:ZFIN;Acc:ZDB-GENE-060616-196]"
ENSDARG00000031775,ube2s,16,-1,13782648,13790572,protein_coding,turquoise,black,ubiquitin-conjugating enzyme E2S [Source:ZFIN;Acc:ZDB-GENE-050913-92]
ENSDARG00000053074,gipc3,22,1,3284403,3308973,protein_coding,brown,magenta,NA
ENSDARG00000099139,fbxw5,5,-1,53799327,53835652,protein_coding,turquoise,darkred,F-box and WD repeat domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-040426-2571]
ENSDARG00000008372,spred2b,13,-1,5450552,5808557,protein_coding,turquoise,skyblue,"sprouty-related, EVH1 domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-040426-2342]"
ENSDARG00000009693,llgl1,3,-1,39828214,39913083,protein_coding,blue,turquoise,lethal giant larvae homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-060825-69]
ENSDARG00000040314,psph,15,-1,504337,510804,protein_coding,green,grey,phosphoserine phosphatase [Source:ZFIN;Acc:ZDB-GENE-050809-127]
ENSDARG00000026835,slc25a32b,16,1,47493649,47514918,protein_coding,yellow,green,"solute carrier family 25 (mitochondrial folate carrier), member 32b [Source:ZFIN;Acc:ZDB-GENE-050306-39]"
ENSDARG00000087573,hdac11,11,1,26896058,26950302,protein_coding,blue,grey,histone deacetylase 11 [Source:ZFIN;Acc:ZDB-GENE-040704-7]
ENSDARG00000062122,klhl5,1,-1,17670896,17753224,protein_coding,grey,grey,kelch-like family member 5 [Source:ZFIN;Acc:ZDB-GENE-080424-7]
ENSDARG00000079231,slc7a14b,24,-1,26301280,26315812,protein_coding,turquoise,grey,"solute carrier family 7, member 14b [Source:ZFIN;Acc:ZDB-GENE-091113-47]"
ENSDARG00000026784,robo1,15,-1,39430497,39972825,protein_coding,grey,grey,"roundabout, axon guidance receptor, homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-000209-3]"
ENSDARG00000040538,spsb4b,15,-1,41713346,41732585,protein_coding,turquoise,skyblue,splA/ryanodine receptor domain and SOCS box containing 4b [Source:ZFIN;Acc:ZDB-GENE-040801-213]
ENSDARG00000006019,tktb,23,-1,20186678,20200226,protein_coding,grey,turquoise,transketolase b [Source:ZFIN;Acc:ZDB-GENE-030909-13]
ENSDARG00000038618,cpt2,8,-1,21105361,21110517,protein_coding,blue,darkgrey,carnitine palmitoyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6719]
ENSDARG00000025338,hagh,3,-1,18624771,18642794,protein_coding,turquoise,purple,hydroxyacylglutathione hydrolase [Source:ZFIN;Acc:ZDB-GENE-030131-8921]
ENSDARG00000009783,dirc2,9,1,37557178,37643333,protein_coding,yellow,purple,disrupted in renal carcinoma 2 [Source:ZFIN;Acc:ZDB-GENE-040912-167]
ENSDARG00000055757,tmem9,8,1,25742443,25747639,protein_coding,turquoise,lightgreen,transmembrane protein 9 [Source:ZFIN;Acc:ZDB-GENE-030131-6083]
ENSDARG00000052494,pcdh18b,14,1,41805003,41812535,protein_coding,brown,cyan,protocadherin 18b [Source:ZFIN;Acc:ZDB-GENE-080804-1]
ENSDARG00000037158,rcc1,16,-1,34231583,34240972,protein_coding,black,lightyellow,NA
ENSDARG00000043510,vamp4,20,1,15072051,15109131,protein_coding,turquoise,white,vesicle-associated membrane protein 4 [Source:ZFIN;Acc:ZDB-GENE-040625-92]
ENSDARG00000045123,oplah,12,1,13614145,13683609,protein_coding,blue,turquoise,5-oxoprolinase (ATP-hydrolysing) [Source:ZFIN;Acc:ZDB-GENE-121214-293]
ENSDARG00000102249,PEPD,18,-1,1640564,1735554,protein_coding,blue,grey,peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]
ENSDARG00000019834,edrf1,17,1,8596840,8634892,protein_coding,brown,blue,erythroid differentiation regulatory factor 1 [Source:ZFIN;Acc:ZDB-GENE-131121-620]
ENSDARG00000077737,spsb3a,3,-1,15868402,15889819,protein_coding,blue,green,splA/ryanodine receptor domain and SOCS box containing 3a [Source:ZFIN;Acc:ZDB-GENE-030131-4182]
ENSDARG00000001971,cthrc1b,16,-1,47519500,47548056,protein_coding,brown,grey,NA
ENSDARG00000074023,rbms1a,11,1,10925491,10976702,protein_coding,pink,greenyellow,"RNA binding motif, single stranded interacting protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-4967]"
ENSDARG00000059255,evx2,9,1,2001904,2006309,protein_coding,grey,grey,NA
ENSDARG00000032603,st7l,6,-1,48291366,48318803,protein_coding,blue,green,suppression of tumorigenicity 7 like [Source:ZFIN;Acc:ZDB-GENE-080219-43]
ENSDARG00000057089,ftsj1,21,-1,21133976,21142115,protein_coding,turquoise,black,FtsJ RNA methyltransferase homolog 1 (E. coli) [Source:ZFIN;Acc:ZDB-GENE-041114-83]
ENSDARG00000034268,slit3,14,-1,24194573,24463916,protein_coding,turquoise,steelblue,slit homolog 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-010306-4]
ENSDARG00000036584,st8sia5,21,1,5044869,5076228,protein_coding,turquoise,blue,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:ZFIN;Acc:ZDB-GENE-060322-8]"
ENSDARG00000104130,rbm26,6,1,4211040,4241150,protein_coding,grey,yellow,RNA binding motif protein 26 [Source:ZFIN;Acc:ZDB-GENE-050706-50]
ENSDARG00000038290,thoc5,25,1,3634016,3659907,protein_coding,grey,blue,THO complex 5 [Source:ZFIN;Acc:ZDB-GENE-030131-3789]
ENSDARG00000036073,cebpg,7,1,37818392,37824212,protein_coding,black,green,"CCAAT/enhancer binding protein (C/EBP), gamma [Source:ZFIN;Acc:ZDB-GENE-020111-5]"
ENSDARG00000071384,slc7a11,14,1,41519816,41557647,protein_coding,brown,grey,NA
ENSDARG00000037069,zdhhc14,20,-1,4784822,4840760,protein_coding,blue,grey60,NA
ENSDARG00000069150,rit1,19,1,24455607,24481299,protein_coding,pink,lightgreen,Ras-like without CAAX 1 [Source:ZFIN;Acc:ZDB-GENE-070912-329]
ENSDARG00000074212,SLC5A10,1,1,7426451,7479056,protein_coding,turquoise,turquoise,si:dkeyp-9d4.5 [Source:ZFIN;Acc:ZDB-GENE-121214-88]
ENSDARG00000060875,pde1a,9,-1,44699615,44782215,protein_coding,turquoise,darkred,"phosphodiesterase 1A, calmodulin-dependent [Source:ZFIN;Acc:ZDB-GENE-090831-2]"
ENSDARG00000094324,efemp2a,14,-1,30329348,30363761,protein_coding,brown,magenta,EGF containing fibulin-like extracellular matrix protein 2a [Source:ZFIN;Acc:ZDB-GENE-041212-8]
ENSDARG00000042291,dlx6a,19,1,41834464,41881986,protein_coding,turquoise,pink,NA
ENSDARG00000042458,rfc4,11,-1,45049043,45057477,protein_coding,magenta,grey,NA
ENSDARG00000074876,abcd1,8,1,8007501,8045758,protein_coding,magenta,magenta,"ATP-binding cassette, sub-family D (ALD), member 1 [Source:ZFIN;Acc:ZDB-GENE-050517-27]"
ENSDARG00000004527,pin4,14,1,28126779,28131468,protein_coding,grey,grey,"protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin) [Source:ZFIN;Acc:ZDB-GENE-050522-117]"
ENSDARG00000062000,abtb2b,25,1,24519169,24626325,protein_coding,blue,grey,NA
ENSDARG00000061728,acot13,19,1,31989536,31992070,protein_coding,turquoise,grey,NA
ENSDARG00000056490,SSBP4 (1 of many),2,-1,41728167,41874069,protein_coding,turquoise,magenta,zgc:110158 [Source:ZFIN;Acc:ZDB-GENE-050522-195]
ENSDARG00000035352,pafah1b2,5,1,37362529,37373719,protein_coding,yellow,grey,NA
ENSDARG00000036156,fnbp1a,8,-1,11537179,11602610,protein_coding,blue,blue,formin binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-081105-105]
ENSDARG00000037815,b4galt5,23,1,4083719,4132847,protein_coding,turquoise,darkgreen,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 [Source:ZFIN;Acc:ZDB-GENE-060628-3]"
ENSDARG00000035533,tacr1a,5,1,27560350,27618165,protein_coding,turquoise,grey60,tachykinin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-060526-185]
ENSDARG00000011163,sema3fa,6,1,42821801,42918238,protein_coding,salmon,salmon,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Fa [Source:ZFIN;Acc:ZDB-GENE-050513-1]"
ENSDARG00000045308,pola1,24,1,23695675,23787351,protein_coding,blue,grey,"polymerase (DNA directed), alpha 1 [Source:ZFIN;Acc:ZDB-GENE-030114-9]"
ENSDARG00000029718,p2rx3b,1,1,44044851,44057087,protein_coding,grey,steelblue,"purinergic receptor P2X, ligand-gated ion channel, 3b [Source:ZFIN;Acc:ZDB-GENE-030319-3]"
ENSDARG00000017397,smarcc1a,16,-1,42519772,42557505,protein_coding,green,pink,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1a [Source:ZFIN;Acc:ZDB-GENE-080514-3]"
ENSDARG00000051931,edc3,25,-1,20572214,20593421,protein_coding,grey,blue,enhancer of mRNA decapping 3 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050522-287]
ENSDARG00000045257,decr2,24,1,37821294,37833842,protein_coding,turquoise,lightgreen,"2,4-dienoyl CoA reductase 2, peroxisomal [Source:ZFIN;Acc:ZDB-GENE-040426-2612]"
ENSDARG00000069287,imp3,2,-1,10180863,10192152,protein_coding,turquoise,grey,"IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-1062]"
ENSDARG00000020072,thbs4b,21,1,4964948,4998122,protein_coding,turquoise,red,thrombospondin 4b [Source:ZFIN;Acc:ZDB-GENE-020708-4]
ENSDARG00000062561,adck1,17,-1,17472359,17739384,protein_coding,blue,grey60,NA
ENSDARG00000103317,capn5a,18,-1,3378658,3430601,protein_coding,turquoise,steelblue,calpain 5a [Source:ZFIN;Acc:ZDB-GENE-061103-214]
ENSDARG00000006602,chrna2a,17,1,5922651,5944590,protein_coding,turquoise,brown,"cholinergic receptor, nicotinic, alpha 2a (neuronal) [Source:ZFIN;Acc:ZDB-GENE-040108-2]"
ENSDARG00000020131,fnbp1l,8,1,14949301,15043927,protein_coding,turquoise,blue,formin binding protein 1-like [Source:ZFIN;Acc:ZDB-GENE-040801-155]
ENSDARG00000098431,COMP,11,-1,6934461,6964183,protein_coding,grey,darkgreen,si:ch211-43f4.1 [Source:ZFIN;Acc:ZDB-GENE-160113-156]
ENSDARG00000045070,itgb3b,12,1,26343118,26370384,protein_coding,pink,tan,integrin beta 3b [Source:ZFIN;Acc:ZDB-GENE-071207-2]
ENSDARG00000061981,lap3,1,-1,18725443,18738573,protein_coding,pink,skyblue,leucine aminopeptidase 3 [Source:ZFIN;Acc:ZDB-GENE-060719-1]
ENSDARG00000027141,ube2l3b,5,-1,12837290,12853688,protein_coding,turquoise,turquoise,ubiquitin-conjugating enzyme E2L 3b [Source:ZFIN;Acc:ZDB-GENE-030131-662]
ENSDARG00000062181,bmt2,25,-1,21673414,21684887,protein_coding,black,greenyellow,NA
ENSDARG00000006409,mapk12b,4,1,5515120,5521871,protein_coding,turquoise,green,mitogen-activated protein kinase 12b [Source:ZFIN;Acc:ZDB-GENE-041210-123]
ENSDARG00000074242,serbp1a,6,-1,34948214,34955363,protein_coding,black,turquoise,SERPINE1 mRNA binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-7389]
ENSDARG00000078416,zeb2b,6,-1,1149464,1195487,protein_coding,blue,darkorange,zinc finger E-box binding homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-080717-1]
ENSDARG00000036279,lamc1,2,1,35898143,35996721,protein_coding,brown,red,"laminin, gamma 1 [Source:ZFIN;Acc:ZDB-GENE-021226-3]"
ENSDARG00000015184,mpp3a,3,-1,38506129,38551062,protein_coding,grey,purple,"membrane protein, palmitoylated 3a (MAGUK p55 subfamily member 3) [Source:ZFIN;Acc:ZDB-GENE-130530-555]"
ENSDARG00000078139,appl2,25,-1,5631895,5689334,protein_coding,brown,purple,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:ZFIN;Acc:ZDB-GENE-081016-2]"
ENSDARG00000016404,ptch1,8,1,29953792,30056947,protein_coding,grey,grey,NA
ENSDARG00000054610,coro1a,3,-1,30795522,30810520,protein_coding,turquoise,brown,"coronin, actin binding protein, 1A [Source:ZFIN;Acc:ZDB-GENE-030131-9512]"
ENSDARG00000032039,mxd1,5,-1,13206742,13266434,protein_coding,black,blue,MAX dimerization protein 1 [Source:ZFIN;Acc:ZDB-GENE-060526-246]
ENSDARG00000086362,pou6f2,24,1,9898779,10131826,protein_coding,turquoise,grey60,POU class 6 homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-091118-71]
ENSDARG00000008953,pofut1,23,1,7758070,7775552,protein_coding,blue,black,protein O-fucosyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040303-2]
ENSDARG00000021973,st13,3,1,24957057,24970178,protein_coding,black,brown,"ST13, Hsp70 interacting protein [Source:ZFIN;Acc:ZDB-GENE-030131-5395]"
ENSDARG00000099757,wdr47b,22,1,24532323,24564021,protein_coding,turquoise,purple,WD repeat domain 47b [Source:ZFIN;Acc:ZDB-GENE-121114-10]
ENSDARG00000015921,pwp1,4,-1,1977699,1989879,protein_coding,yellow,turquoise,PWP1 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-1049]
ENSDARG00000100786,PLCB4,17,-1,3676365,3774682,protein_coding,turquoise,grey,phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]
ENSDARG00000030604,phkg1a,15,-1,5734674,5754680,protein_coding,brown,grey,"phosphorylase kinase, gamma 1a (muscle) [Source:ZFIN;Acc:ZDB-GENE-061103-385]"
